# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1736402817554000000,1736402877553000000,0
jps.save.changed.project.entities.ms,1736402817554000000,1736402877553000000,0
jps.library.entities.serializer.load.entities.ms,1736402817554000000,1736402877553000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1736402817554000000,1736402877553000000,0
jps.load.project.to.empty.storage.ms,1736402817554000000,1736402877553000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1736402817554000000,1736402877553000000,0
jps.global.get.libraries.ms,1736402817554000000,1736402877553000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1736402817554000000,1736402877553000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1736402817554000000,1736402877553000000,0
workspaceModel.do.save.caches.ms,1736402817554000000,1736402877553000000,0
workspaceModel.moduleBridge.before.changed.ms,1736402817554000000,1736402877553000000,0
jps.facet.change.listener.init.bridge.ms,1736402817554000000,1736402877553000000,0
workspaceModel.global.apply.state.to.project.ms,1736402817554000000,1736402877553000000,0
workspaceModel.mutableEntityStorage.entities.ms,1736402817554000000,1736402877553000000,0
jps.module.iml.entities.serializer.save.entities.ms,1736402817554000000,1736402877553000000,0
jps.facet.change.listener.before.change.events.ms,1736402817554000000,1736402877553000000,0
jps.artifact.entities.serializer.load.entities.ms,1736402817554000000,1736402877553000000,0
jps.apply.loaded.storage.ms,1736402817554000000,1736402877553000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1736402817554000000,1736402877553000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1736402817554000000,1736402877553000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1736402817554000000,1736402877553000000,0
jps.global.handle.changed.events.ms,1736402817554000000,1736402877553000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1736402817554000000,1736402877553000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1736402817554000000,1736402877553000000,0
jps.project.serializers.load.ms,1736402817554000000,1736402877553000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1736402817554000000,1736402877553000000,0
workspaceModel.load.cache.metadata.from.file.ms,1736402817554000000,1736402877553000000,0
jps.library.entities.serializer.save.entities.ms,1736402817554000000,1736402877553000000,0
jps.app.storage.content.reader.load.component.ms,1736402817554000000,1736402877553000000,0
writeAction.count,1736402817554000000,1736402877553000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1736402817554000000,1736402877553000000,0
writeAction.wait.ms,1736402817554000000,1736402877553000000,0
writeAction.median.wait.ms,1736402817554000000,1736402877553000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1736402817554000000,1736402877553000000,0
writeAction.max.wait.ms,1736402817554000000,1736402877553000000,8
DiskQueryRelay.tasksRequested,1736402817554000000,1736402877553000000,0
DiskQueryRelay.tasksExecuted,1736402817554000000,1736402877553000000,0
cacheStateStorage.get.duration,1736402877553000000,1736402937551000000,0
cacheStateStorage.set.counter,1736402877553000000,1736402937551000000,0
cacheStateStorage.get.counter,1736402877553000000,1736402937551000000,0
cacheStateStorage.set.duration,1736402877553000000,1736402937551000000,0
Indexing.totalTimeIndexersSleptMs,1736402877553000000,1736402937551000000,0
Indexes.stubs.lookupDurationAvgMs,1736402877553000000,1736402937551000000,0.0
Indexes.entries.lookups,1736402877553000000,1736402937551000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1736402877553000000,1736402937551000000,0
IndexesFlusher.totalContentionQuotaSpent,1736402877553000000,1736402937551000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1736402877553000000,1736402937551000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1736402877553000000,1736402937551000000,0
Indexing.writesQueuedMin,1736402877553000000,1736402937551000000,9223372036854775807
Indexes.allKeys.lookupDurationAvgMs,1736402877553000000,1736402937551000000,0.0
Indexing.writesQueuedMax,1736402877553000000,1736402937551000000,0
Indexes.entries.lookupDurationMaxMs,1736402877553000000,1736402937551000000,0.0
Indexes.stubs.lookupDurationMaxMs,1736402877553000000,1736402937551000000,0.0
Indexes.entries.lookupDurationAvgMs,1736402877553000000,1736402937551000000,0.0
IndexesFlusher.totalFlushingTimeUs,1736402877553000000,1736402937551000000,126099
Indexing.writer_0.totalTimeSpentWritingMs,1736402877553000000,1736402937551000000,0
Indexes.allKeys.lookupDuration90PMs,1736402877553000000,1736402937551000000,0.0
Indexes.entries.lookupDuration90PMs,1736402877553000000,1736402937551000000,0.0
Indexes.stubs.lookupDuration90PMs,1736402877553000000,1736402937551000000,0.0
IndexesFlusher.totalFlushes,1736402877553000000,1736402937551000000,60
Indexes.allKeys.lookupDurationMaxMs,1736402877553000000,1736402937551000000,0.0
Indexing.cache.totalCacheMisses,1736402877553000000,1736402937551000000,0
IndexesFlusher.totalFlushesRetried,1736402877553000000,1736402937551000000,0
Indexing.cache.totalCacheEvicted,1736402877553000000,1736402937551000000,0
Indexes.stubs.lookups,1736402877553000000,1736402937551000000,0
Indexes.allKeys.lookups,1736402877553000000,1736402937551000000,0
Indexing.cache.totalCacheAccesses,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1736402877553000000,1736402937551000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.totalPagesRequested,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1736402877553000000,1736402937551000000,0
FilePageCache.disposedBuffers,1736402877553000000,1736402937551000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1736402877553000000,1736402937551000000,40530
FileChannelInterruptsRetryer.totalRetriedAttempts,1736402877553000000,1736402937551000000,0
FilePageCache.capacityInBytes,1736402877553000000,1736402937551000000,503316478
FilePageCache.totalPageLoadsUs,1736402877553000000,1736402937551000000,0
FilePageCache.uncachedFileAccess,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.totalPagesReadMs,1736402877553000000,1736402937551000000,0
StorageLockContext.competingThreads.90P,1736402877553000000,1736402937551000000,0
MappedFileStorage.totalBytesMapped,1736402877553000000,1736402937551000000,177471488
MappedFileStorage.totalPagesMapped,1736402877553000000,1736402937551000000,10
FilePageCacheLockFree.totalPagesRequestsMs,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.totalBytesWritten,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.totalBytesRequested,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.totalPagesReclaimed,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1736402877553000000,1736402937551000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1736402877553000000,1736402937551000000,0
StorageLockContext.competingThreads.max,1736402877553000000,1736402937551000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1736402877553000000,1736402937551000000,0
MappedFileStorage.storages,1736402877553000000,1736402937551000000,10
StreamlinedBlobStorage.recordsDeleted,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.totalPagesWritten,1736402877553000000,1736402937551000000,0
FilePageCache.pageLoads,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1736402877553000000,1736402937551000000,0
StreamlinedBlobStorage.recordsRelocated,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1736402877553000000,1736402937551000000,0
FilePageCache.maxRegisteredFiles,1736402877553000000,1736402937551000000,532
FilePageCacheLockFree.totalPagesAllocated,1736402877553000000,1736402937551000000,0
DirectByteBufferAllocator.reclaimed,1736402877553000000,1736402937551000000,0
FilePageCache.pageFastCacheHits,1736402877553000000,1736402937551000000,0
FilePageCache.maxCacheSizeInBytes,1736402877553000000,1736402937551000000,205537280
FilePageCacheLockFree.totalClosedStoragesReclaimed,1736402877553000000,1736402937551000000,0
FilePageCache.pageHits,1736402877553000000,1736402937551000000,0
StorageLockContext.competingThreads.avg,1736402877553000000,1736402937551000000,0.0
FilePageCacheLockFree.totalNativeBytesReclaimed,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.totalPagesWriteMs,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1736402877553000000,1736402937551000000,0
DirectByteBufferAllocator.hits,1736402877553000000,1736402937551000000,0
DirectByteBufferAllocator.misses,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.nativeBytesInUse,1736402877553000000,1736402937551000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1736402877553000000,1736402937551000000,205537280
DirectByteBufferAllocator.disposed,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.totalPagesHandedOver,1736402877553000000,1736402937551000000,0
StreamlinedBlobStorage.recordsAllocated,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.heapBytesInUse,1736402877553000000,1736402937551000000,0
FilePageCacheLockFree.totalBytesRead,1736402877553000000,1736402937551000000,0
FilePageCache.totalPageDisposalsUs,1736402877553000000,1736402937551000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1736402877553000000,1736402937551000000,0
workspaceModel.check.recursive.update.ms,1736402877553000000,1736402937551000000,0
workspaceModel.loading.from.cache.ms,1736402877553000000,1736402937551000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1736402877553000000,1736402937551000000,0
workspaceModel.initializing.ms,1736402877553000000,1736402937551000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1736402877553000000,1736402937551000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1736402877553000000,1736402937551000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1736402877553000000,1736402937551000000,0
workspaceModel.full.replace.project.model.ms,1736402877553000000,1736402937551000000,0
workspaceModel.cachedValueWithParameters.clear.count,1736402877553000000,1736402937551000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1736402877553000000,1736402937551000000,0
workspaceModel.updates.ms,1736402877553000000,1736402937551000000,0
workspaceModel.collect.changes.ms,1736402877553000000,1736402937551000000,0
workspaceModel.loading.total.ms,1736402877553000000,1736402937551000000,0
workspaceModel.cachedValue.total.get.count,1736402877553000000,1736402937551000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1736402877553000000,1736402937551000000,0
workspaceModel.on.changed.ms,1736402877553000000,1736402937551000000,0
workspaceModel.updates.precise.ms,1736402877553000000,1736402937551000000,0
workspaceModel.updates.count,1736402877553000000,1736402937551000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1736402877553000000,1736402937551000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1736402877553000000,1736402937551000000,0
workspaceModel.cachedValue.clear.count,1736402877553000000,1736402937551000000,0
workspaceModel.cachedValue.from.cache.count,1736402877553000000,1736402937551000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1736402877553000000,1736402937551000000,0
workspaceModel.pre.handlers.ms,1736402877553000000,1736402937551000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1736402877553000000,1736402937551000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1736402877553000000,1736402937551000000,0
workspaceModel.update.unloaded.entities.ms,1736402877553000000,1736402937551000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1736402877553000000,1736402937551000000,0
workspaceModel.workspaceFileIndexData.instances.count,1736402877553000000,1736402937551000000,0
workspaceModel.replace.project.model.ms,1736402877553000000,1736402937551000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1736402877553000000,1736402937551000000,0
workspaceModel.cachedValue.calculated.count,1736402877553000000,1736402937551000000,0
workspaceModel.workspaceFileIndexData.init.ms,1736402877553000000,1736402937551000000,0
workspaceModel.init.bridges.ms,1736402877553000000,1736402937551000000,0
workspaceModel.on.before.changed.ms,1736402877553000000,1736402937551000000,0
workspaceModel.to.snapshot.ms,1736402877553000000,1736402937551000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1736402877553000000,1736402937551000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1736402877553000000,1736402937551000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1736402877553000000,1736402937551000000,0
compiler.ArtifactManagerBridge.commit.ms,1736402877553000000,1736402937551000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1736402877553000000,1736402937551000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1736402877553000000,1736402937551000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1736402877553000000,1736402937551000000,0
VFS.invertedFileNameIndex.requests,1736402877553000000,1736402937551000000,0
VFS.contentStorage.recordsDeduplicated,1736402877553000000,1736402937551000000,0
VFS.contentStorage.recordsRead,1736402877553000000,1736402937551000000,0
VFS.contentStorage.recordsUncompressedSize,1736402877553000000,1736402937551000000,0
VFS.contentStorage.recordsStoredCompressed,1736402877553000000,1736402937551000000,0
FileNameCache.totalMisses,1736402877553000000,1736402937551000000,0
VFS.fileByIdCache.hits,1736402877553000000,1736402937551000000,0
VFS.contentStorage.recordsStored,1736402877553000000,1736402937551000000,0
VFS.contentStorage.recordsReadDecompressed,1736402877553000000,1736402937551000000,0
VFS.fileByIdCache.misses,1736402877553000000,1736402937551000000,0
FileNameCache.queries,1736402877553000000,1736402937551000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1736402877553000000,1736402937551000000,0
VFS.contentStorage.recordsReadSize,1736402877553000000,1736402937551000000,0
VFS.fileChildByName,1736402877553000000,1736402937551000000,0
VFS.contentStorage.recordsStoredSize,1736402877553000000,1736402937551000000,0
NonBlockingReadAction.failedExecutionTimeUs,1736402877553000000,1736402937551000000,0
FlushQueue.executionTimeMaxNs,1736402877553000000,1736402937551000000,0
AWTEventQueue.dispatchTimeAvgNs,1736402877553000000,1736402937551000000,0.0
FlushQueue.queueSizeAvg,1736402877553000000,1736402937551000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1736402877553000000,1736402937551000000,0
FlushQueue.waitingTimeMaxNs,1736402877553000000,1736402937551000000,0
ReadAction.executionsCount,1736402877553000000,1736402937551000000,0
FlushQueue.queueSizeMax,1736402877553000000,1736402937551000000,0
FlushQueue.executionTime90PNs,1736402877553000000,1736402937551000000,0
WriteAction.executionsCount,1736402877553000000,1736402937551000000,0
FlushQueue.executionTimeAvgNs,1736402877553000000,1736402937551000000,0.0
FlushQueue.waitingTime90PNs,1736402877553000000,1736402937551000000,0
FlushQueue.queueSize90P,1736402877553000000,1736402937551000000,0
FlushQueue.tasksExecuted,1736402877553000000,1736402937551000000,0
NonBlockingReadAction.failedExecutionsCount,1736402877553000000,1736402937551000000,0
AWTEventQueue.dispatchTime90PNs,1736402877553000000,1736402937551000000,0
AWTEventQueue.dispatchTimeTotalNS,1736402877553000000,1736402937551000000,20116810
AWTEventQueue.eventsDispatched,1736402877553000000,1736402937551000000,0
FlushQueue.waitingTimeAvgNs,1736402877553000000,1736402937551000000,0.0
NonBlockingReadAction.finalizedExecutionsCount,1736402877553000000,1736402937551000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1736402877553000000,1736402937551000000,0
JVM.maxThreadCount,1736402877553000000,1736402937551000000,126
JVM.totalSafepointCount,1736402877553000000,1736402937551000000,11
JVM.usedHeapBytes,1736402877553000000,1736402937551000000,297095792
JVM.usedNativeBytes,1736402877553000000,1736402937551000000,331560944
JVM.GC.collections,1736402877553000000,1736402937551000000,0
JVM.threadCount,1736402877553000000,1736402937551000000,53
JVM.totalDirectByteBuffersBytes,1736402877553000000,1736402937551000000,207140612
JVM.totalTimeAtSafepointsMs,1736402877553000000,1736402937551000000,1
JVM.newThreadsCount,1736402877553000000,1736402937551000000,0
JVM.totalCpuTimeMs,1736402877553000000,1736402937551000000,560
OS.loadAverage,1736402877553000000,1736402937551000000,1.3193359375
JVM.totalBytesAllocated,1736402877553000000,1736402937551000000,16706192
JVM.totalTimeToSafepointsMs,1736402877553000000,1736402937551000000,0
JVM.GC.collectionTimesMs,1736402877553000000,1736402937551000000,0
JVM.maxHeapBytes,1736402877553000000,1736402937551000000,2147483648
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1736402877553000000,1736402937551000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1736402877553000000,1736402937551000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1736402877553000000,1736402937551000000,0
workspaceModel.sync.entities.ms,1736402877553000000,1736402937551000000,0
jps.facet.change.listener.process.change.events.ms,1736402877553000000,1736402937551000000,0
jps.app.storage.content.writer.save.component.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1736402877553000000,1736402937551000000,0
workspaceModel.moduleBridge.update.option.ms,1736402877553000000,1736402937551000000,0
workspaceModel.global.updates.ms,1736402877553000000,1736402937551000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1736402877553000000,1736402937551000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1736402877553000000,1736402937551000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1736402877553000000,1736402937551000000,0
jps.module.iml.entities.serializer.load.entities.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.instances.count,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1736402877553000000,1736402937551000000,0
jps.storage.jps.conf.reader.load.component.ms,1736402877553000000,1736402937551000000,0
jps.reload.project.entities.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1736402877553000000,1736402937551000000,0
workspaceModel.global.updates.count,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1736402877553000000,1736402937551000000,0
workspaceModel.save.cache.to.file.ms,1736402877553000000,1736402937551000000,0
jps.artifact.entities.serializer.save.entities.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1736402877553000000,1736402937551000000,0
workspaceModel.load.cache.from.file.ms,1736402877553000000,1736402937551000000,0
jps.project.serializers.save.ms,1736402877553000000,1736402937551000000,0
jps.load.initial.state.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1736402877553000000,1736402937551000000,0
jps.global.get.library.by.name.ms,1736402877553000000,1736402937551000000,0
jps.global.initialize.library.bridges.ms,1736402877553000000,1736402937551000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1736402877553000000,1736402937551000000,0
jps.global.initialize.library.bridges.after.loading.ms,1736402877553000000,1736402937551000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1736402877553000000,1736402937551000000,0
jps.save.global.entities.ms,1736402877553000000,1736402937551000000,0
jps.global.get.library.ms,1736402877553000000,1736402937551000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1736402877553000000,1736402937551000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1736402877553000000,1736402937551000000,0
jps.global.handle.before.change.events.ms,1736402877553000000,1736402937551000000,0
workspaceModel.orphan.listener.update.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1736402877553000000,1736402937551000000,0
jps.save.changed.project.entities.ms,1736402877553000000,1736402937551000000,0
jps.library.entities.serializer.load.entities.ms,1736402877553000000,1736402937551000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1736402877553000000,1736402937551000000,0
jps.load.project.to.empty.storage.ms,1736402877553000000,1736402937551000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1736402877553000000,1736402937551000000,0
jps.global.get.libraries.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1736402877553000000,1736402937551000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1736402877553000000,1736402937551000000,0
workspaceModel.do.save.caches.ms,1736402877553000000,1736402937551000000,0
workspaceModel.moduleBridge.before.changed.ms,1736402877553000000,1736402937551000000,0
jps.facet.change.listener.init.bridge.ms,1736402877553000000,1736402937551000000,0
workspaceModel.global.apply.state.to.project.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.entities.ms,1736402877553000000,1736402937551000000,0
jps.module.iml.entities.serializer.save.entities.ms,1736402877553000000,1736402937551000000,0
jps.facet.change.listener.before.change.events.ms,1736402877553000000,1736402937551000000,0
jps.artifact.entities.serializer.load.entities.ms,1736402877553000000,1736402937551000000,0
jps.apply.loaded.storage.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1736402877553000000,1736402937551000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1736402877553000000,1736402937551000000,0
jps.global.handle.changed.events.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1736402877553000000,1736402937551000000,0
jps.project.serializers.load.ms,1736402877553000000,1736402937551000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1736402877553000000,1736402937551000000,0
workspaceModel.load.cache.metadata.from.file.ms,1736402877553000000,1736402937551000000,0
jps.library.entities.serializer.save.entities.ms,1736402877553000000,1736402937551000000,0
jps.app.storage.content.reader.load.component.ms,1736402877553000000,1736402937551000000,0
writeAction.count,1736402877553000000,1736402937551000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1736402877553000000,1736402937551000000,0
writeAction.wait.ms,1736402877553000000,1736402937551000000,0
writeAction.median.wait.ms,1736402877553000000,1736402937551000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1736402877553000000,1736402937551000000,0
writeAction.max.wait.ms,1736402877553000000,1736402937551000000,8
DiskQueryRelay.tasksRequested,1736402877553000000,1736402937551000000,0
DiskQueryRelay.tasksExecuted,1736402877553000000,1736402937551000000,0
cacheStateStorage.get.duration,1736402937551000000,1736402997554000000,0
cacheStateStorage.set.counter,1736402937551000000,1736402997554000000,0
cacheStateStorage.get.counter,1736402937551000000,1736402997554000000,0
cacheStateStorage.set.duration,1736402937551000000,1736402997554000000,0
Indexing.totalTimeIndexersSleptMs,1736402937551000000,1736402997554000000,0
Indexes.stubs.lookupDurationAvgMs,1736402937551000000,1736402997554000000,0.0
Indexes.entries.lookups,1736402937551000000,1736402997554000000,1
Indexing.writer_2.totalTimeSpentWritingMs,1736402937551000000,1736402997554000000,0
IndexesFlusher.totalContentionQuotaSpent,1736402937551000000,1736402997554000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1736402937551000000,1736402997554000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1736402937551000000,1736402997554000000,0
Indexing.writesQueuedMin,1736402937551000000,1736402997554000000,9223372036854775807
Indexes.allKeys.lookupDurationAvgMs,1736402937551000000,1736402997554000000,0.0
Indexing.writesQueuedMax,1736402937551000000,1736402997554000000,0
Indexes.entries.lookupDurationMaxMs,1736402937551000000,1736402997554000000,0.0
Indexes.stubs.lookupDurationMaxMs,1736402937551000000,1736402997554000000,0.0
Indexes.entries.lookupDurationAvgMs,1736402937551000000,1736402997554000000,0.0
IndexesFlusher.totalFlushingTimeUs,1736402937551000000,1736402997554000000,122220
Indexing.writer_0.totalTimeSpentWritingMs,1736402937551000000,1736402997554000000,0
Indexes.allKeys.lookupDuration90PMs,1736402937551000000,1736402997554000000,0.0
Indexes.entries.lookupDuration90PMs,1736402937551000000,1736402997554000000,0.0
Indexes.stubs.lookupDuration90PMs,1736402937551000000,1736402997554000000,0.0
IndexesFlusher.totalFlushes,1736402937551000000,1736402997554000000,60
Indexes.allKeys.lookupDurationMaxMs,1736402937551000000,1736402997554000000,0.0
Indexing.cache.totalCacheMisses,1736402937551000000,1736402997554000000,1073
IndexesFlusher.totalFlushesRetried,1736402937551000000,1736402997554000000,0
Indexing.cache.totalCacheEvicted,1736402937551000000,1736402997554000000,1073
Indexes.stubs.lookups,1736402937551000000,1736402997554000000,1046
Indexes.allKeys.lookups,1736402937551000000,1736402997554000000,0
Indexing.cache.totalCacheAccesses,1736402937551000000,1736402997554000000,1108
FilePageCacheLockFree.housekeeperTurnsSkipped,1736402937551000000,1736402997554000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1736402937551000000,1736402997554000000,0
FilePageCacheLockFree.totalPagesRequested,1736402937551000000,1736402997554000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1736402937551000000,1736402997554000000,0
FilePageCache.disposedBuffers,1736402937551000000,1736402997554000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1736402937551000000,1736402997554000000,41013
FileChannelInterruptsRetryer.totalRetriedAttempts,1736402937551000000,1736402997554000000,0
FilePageCache.capacityInBytes,1736402937551000000,1736402997554000000,503316478
FilePageCache.totalPageLoadsUs,1736402937551000000,1736402997554000000,26365
FilePageCache.uncachedFileAccess,1736402937551000000,1736402997554000000,5
FilePageCacheLockFree.totalPagesReadMs,1736402937551000000,1736402997554000000,0
StorageLockContext.competingThreads.90P,1736402937551000000,1736402997554000000,0
MappedFileStorage.totalBytesMapped,1736402937551000000,1736402997554000000,181665792
MappedFileStorage.totalPagesMapped,1736402937551000000,1736402997554000000,11
FilePageCacheLockFree.totalPagesRequestsMs,1736402937551000000,1736402997554000000,0
FilePageCacheLockFree.totalBytesWritten,1736402937551000000,1736402997554000000,0
FilePageCacheLockFree.totalBytesRequested,1736402937551000000,1736402997554000000,0
FilePageCacheLockFree.totalPagesReclaimed,1736402937551000000,1736402997554000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1736402937551000000,1736402997554000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1736402937551000000,1736402997554000000,0
StorageLockContext.competingThreads.max,1736402937551000000,1736402997554000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1736402937551000000,1736402997554000000,0
MappedFileStorage.storages,1736402937551000000,1736402997554000000,11
StreamlinedBlobStorage.recordsDeleted,1736402937551000000,1736402997554000000,0
FilePageCacheLockFree.totalPagesWritten,1736402937551000000,1736402997554000000,0
FilePageCache.pageLoads,1736402937551000000,1736402997554000000,6
FilePageCacheLockFree.totalNativeBytesAllocated,1736402937551000000,1736402997554000000,0
StreamlinedBlobStorage.recordsRelocated,1736402937551000000,1736402997554000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1736402937551000000,1736402997554000000,0
FilePageCache.maxRegisteredFiles,1736402937551000000,1736402997554000000,532
FilePageCacheLockFree.totalPagesAllocated,1736402937551000000,1736402997554000000,0
DirectByteBufferAllocator.reclaimed,1736402937551000000,1736402997554000000,0
FilePageCache.pageFastCacheHits,1736402937551000000,1736402997554000000,642
FilePageCache.maxCacheSizeInBytes,1736402937551000000,1736402997554000000,211828736
FilePageCacheLockFree.totalClosedStoragesReclaimed,1736402937551000000,1736402997554000000,0
FilePageCache.pageHits,1736402937551000000,1736402997554000000,0
StorageLockContext.competingThreads.avg,1736402937551000000,1736402997554000000,0.0
